## RunInfo	version:1.2.0-a	annotated_features:27812	total_fragments:2717	pair_mapped:0	pair_mixed:0	single_mapped:2717	unmapped:0	unique:854	ambig:1863	overlap_unique:883	overlap_ambig:1834
transcript	transcript_length	final_prop	init_prop
L1FLnI_18q21.33c	10492	0.0	0.0
L1FLnI_18q21.33d	9749	0.0	0.0
L1FLnI_18q22.1a	10398	0.0	0.0
LTR25_19p12d	991	0.0	0.0
HUERSP2_19p12	4444	0.0	0.0
HERV3_19p12c	3741	0.0	0.0
MER4_19p12b	1915	0.0	0.0
HARLEQUIN_19p12d	7108	0.0	0.0
HARLEQUIN_19p12c	5232	0.0	0.0
MER41_19p12e	1973	0.0	0.0
HERVL_19p12b	4559	0.0	0.0
HML6_19p12d	3304	0.0	0.0
L1FLnI_19p12l	10260	0.0	0.0
LTR25_19p12e	1292	0.0	0.0
L1FLnI_19p12k	10152	0.0	0.0
L1FLnI_19p12j	10139	0.0	0.0
ERV316A3_18q22.1a	1346	0.0	0.0
LTR25_19p12c	4663	0.0	0.0
MER61_19p12a	2411	0.0	0.0
MER41_19p12d	1829	0.0	0.0
HERVL_19p12a	4591	0.0	0.0
L1FLnI_19p12i	8791	0.0	0.0
LTR25_19p12b	1334	0.0	0.0
LTR25_19p12a	5568	0.0	0.0
MER41_19p12c	2301	0.0	0.0
HERVFRD_19p12	1718	0.0	0.0
L1FLnI_19p12h	9437	0.0	0.0
HML4_19p12	9965	0.0	0.0
HERV3_19p12d	6620	0.0	0.0
L1FLnI_19p12m	10254	0.0	0.0
HERVH_19p12f	6749	0.0	0.0
HERVW_19p12c	6694	0.0	0.0
HML3_19p12f	6647	0.0	0.0
HML5_19p12b	2999	0.0	0.0
PRIMA41_19p12a	3922	0.0	0.0
L1FLnI_19p12q	10128	0.0	0.0
L1FLnI_19p12p	10152	0.0	0.0
HERVH48_19p12b	5101	0.0	0.0
HERVH_19p12j	772	0.0	0.0
HERVH_19p12i	1195	0.0	0.0
HERVS71_19p12c	7084	0.0	0.0
HERVH_19p12h	1798	0.0	0.0
LTR19_19p12	2189	0.0	0.0
HARLEQUIN_19p12e	7754	0.0	0.0
MER61_19p12c	1588	0.0	0.0
MER61_19p12b	1330	0.0	0.0
HERVH_19p12g	5787	0.0	0.0
HERVL_19p12c	3322	0.0	0.0
L1FLnI_19p12o	9527	0.0	0.0
LTR25_19p12g	2290	0.0	0.0
L1FLnI_19p12n	10155	0.0	0.0
LTR25_19p12f	5595	0.0	0.0
MER41_19p12f	2278	0.0	0.0
HUERSP3B_19p12	2391	0.0	0.0
HUERSP3_19p12c	3858	0.0	0.0
HERVH_19p12e	5758	0.0	0.0
ERVLE_19p12	1548	0.0	0.0
HML6_19p12c	5752	0.0	0.0
HML1_19p12b	2117	0.0	0.0
HERV3_19p12a	6773	0.0	0.0
HERVL66_19p12j	4142	0.0	0.0
HERVH_19p12c	5546	0.0	0.0
HERVEA_19p12b	8607	0.0	0.0
HERVK11_19p12a	9465	0.0	0.0
L1FLnI_19p12c	10281	0.0	0.0
L1FLnI_19p12b	10132	0.0	0.0
HERVH48_19p12a	6743	0.0	0.0
HERVL66_19p12i	2042	0.0	0.0
HERVL66_19p12h	2478	0.0	0.0
HERVL66_19p12g	4288	0.0	0.0
HARLEQUIN_19p12a	6448	0.0	0.0
HERVIP10FH_19p12b	3690	0.0	0.0
HERVS71_19p12a	9965	0.0	0.0
HERVIP10FH_19p12a	1701	0.0	0.0
HML1_19p12a	4291	0.0	0.0
HML2_19p12a	9291	0.0	0.0
HERVEA_19p12a	4749	0.0	0.0
HERVL66_19p12f	1551	0.0	0.0
HERVIP10F_19p12	1624	0.0	0.0
HERVL66_19p12e	1784	0.0	0.0
HERVH_19p12b	5349	0.0	0.0
HERVW_19p12a	1929	0.0	0.0
L1FLnI_19p12d	10157	0.0	0.0
HERVE_19p12	8813	0.0	0.0
MER41_19p12b	2616	0.0	0.0
HERVL66_19p12k	4188	0.0	0.0
HERVS71_19p12b	9747	0.0	0.0
HUERSP3_19p12b	2722	0.0	0.0
HUERSP3_19p12a	1908	0.0	0.0
HML3_19p12e	1274	0.0	0.0
HML3_19p12d	5500	0.0	0.0
HERVW_19p12b	5384	0.0	0.0
HML6_19p12b	1331	0.0	0.0
HML5_19p12a	5321	0.0	0.0
MER4_19p12a	1668	0.0	0.0
HERV3_19p12b	9281	0.0	0.0
HML3_19p12c	1260	0.0	0.0
HML3_19p12b	5674	0.0	0.0
MER41_19p12a	1690	0.0	0.0
HML3_19p12a	6781	0.0	0.0
HML6_19p12a	3329	0.0	0.0
PABLA_19p12b	4203	0.0	0.0
HERVH_19p12d	4561	0.0	0.0
PABLA_19p12a	3730	0.0	0.0
HARLEQUIN_19p12b	5439	0.0	0.0
L1FLnI_19p12g	8637	0.0	0.0
HERVIP10FH_19p12c	3991	0.0	0.0
L1FLnI_19p12f	10130	0.0	0.0
L1FLnI_19p12e	10102	0.0	0.0
HML5_19p12c	1157	0.0	0.0
HERVH_19p12k	5538	0.0	0.0
HML5_19p12d	3488	0.0	0.0
L1FLnI_19q13.11d	10136	0.0	0.0
L1FLnI_19q13.11c	10488	0.0	0.0
HERVS71_19q13.11a	8228	0.0	0.0
HERVH_19q13.11	3610	0.0	0.0
ERV316A3_19q13.11b	2307	0.0	0.0
ERVLB4_19q13.11	601	0.0	0.0
L1FLnI_19q13.11b	10144	0.0	0.0
L1FLnI_19q13.11a	10082	0.0	0.0
ERV316A3_19q13.11a	2832	0.0	0.0
ERV316A3_19q12f	1619	0.0	0.0
ERV316A3_19q12e	4454	0.0	0.0
L1FLnI_19q12q	10097	0.0	0.0
L1FLnI_19q12p	8638	0.0	0.0
ERVLE_19q12b	1742	0.0	0.0
L1FLnI_19q12o	9067	0.0	0.0
L1FLnI_19q12n	9897	0.0	0.0
ERV316A3_19q12d	2190	0.0	0.0
ERV316A3_19q12c	1425	0.0	0.0
L1FLnI_19q12m	8647	0.0	0.0
L1FLnI_19q12l	10123	0.0	0.0
L1FLnI_19q12k	8515	0.0	0.0
L1FLnI_19q12j	9965	0.0	0.0
L1FLnI_19q12i	9981	0.0	0.0
L1ORF2_19q12	8042	0.0	0.0
LTR25_19q13.11	3933	0.0	0.0
L1FLnI_19q13.11e	10112	0.0	0.0
ERVLE_19q12a	872	0.0	0.0
HUERSP3_19q13.11	1674	0.0	0.0
L1FLnI_19q13.2b	10030	0.0	0.0
HUERSP3_19q13.2a	2056	0.0	0.0
L1FLnI_19q13.2a	10137	0.0	0.0
MER101_19q13.2a	1508	0.0	0.0
HML3_19q13.2	6672	0.0	0.0
HERVH_19q13.2a	4910	0.0	0.0
HERVL40_19q13.2	2077	0.0	0.0
L1ORF2_19q13.13	8047	0.0	0.0
HERVS71_19q13.12b	3881	0.0	0.0
L1FLnI_19q13.12b	9781	0.0	0.0
ERVLE_19q13.12d	629	0.0	0.0
L1FLnI_19q13.12a	10142	0.0	0.0
ERVLB4_19q13.12	3369	0.0	0.0
HERVS71_19q13.12a	6169	0.0	0.0
HERVH_19q13.12b	5708	0.0	0.0
ERVLE_19q13.12c	2057	0.0	0.0
HERVH_19q13.12a	5532	0.0	0.0
ERVLE_19q13.12b	1135	0.0	0.0
ERVLE_19q13.12a	1919	0.0	0.0
HERVL74_19q13.11b	988	0.0	0.0
L1FLnI_19q13.11f	10035	0.0	0.0
HERVL74_19q13.11a	1569	0.0	0.0
HERVS71_19q13.11b	5756	0.0	0.0
L1FLnI_19q12h	10133	0.0	0.0
ERV316A3_19q12b	1429	0.0	0.0
HML3_19p12g	4619	0.0	0.0
HERVK11_19p11d	1761	0.0	0.0
HERVK11_19p11b	3293	0.0	0.0
HERVK11_19p11a	7139	0.0	0.0
L1FLnI_19p11a	9655	0.0	0.0
HML1_19p12e	1172	0.0	0.0
HERVW_19p12d	2627	0.0	0.0
HML1_19p12d	1034	0.0	0.0
L1FLnI_19p12v	10174	0.0	0.0
L1FLnI_19p12u	10183	0.0	0.0
PRIMA41_19p12d	2470	0.0	0.0
L1FLnI_19p12t	10098	0.0	0.0
HML3_19p12h	1948	0.0	0.0
HML1_19p12c	2308	0.0	0.0
PRIMA41_19p12c	3896	0.0	0.0
HML5_19p12f	2700	0.0	0.0
L1FLnI_19p12s	10009	0.0	0.0
HML5_19p12e	4010	0.0	0.0
HML6_19p12e	6097	0.0	0.0
HERVK11_19p12b	9623	0.0	0.0
HERV3_19p12e	6445	0.0	0.0
HUERSP3_19p12d	2135	0.0	0.0
PRIMA41_19p12b	2835	0.0	0.0
HERV4_19p12	3177	0.0	0.0
L1FLnI_19p12r	10224	0.0	0.0
HERVK11_19p11c	3216	0.0	0.0
L1FLnI_19p11b	9903	0.0	0.0
L1FLnI_19q12g	9333	0.0	0.0
L1FLnI_19p11c	9068	0.0	0.0
L1FLnI_19q12f	8517	0.0	0.0
L1FLnI_19q12e	10087	0.0	0.0
HERVE_19q12	8678	0.0	0.0
PABLA_19q12	5330	0.0	0.0
ERV316A3_19q12a	2101	0.0	0.0
HERVH_19q12	4088	0.0	0.0
L1FLnI_19q12d	10021	0.0	0.0
L1FLnI_19q12c	10063	0.0	0.0
L1FLnI_19q12b	10040	0.0	0.0
L1FLnI_19q12a	10056	0.0	0.0
L1FLnI_19q11e	9347	0.0	0.0
HUERSP3_19q11	8966	0.0	0.0
L1FLnI_19q11d	10129	0.0	0.0
HERVL66_19q11	2857	0.0	0.0
HERVFH21_19q11	4568	0.0	0.0
ERVL_19q11	1870	0.0	0.0
HERVKC4_19q11	734	0.0	0.0
HML5_19q11	3682	0.0	0.0
HERVK11_19q11b	9831	0.0	0.0
L1FLnI_19q11c	10148	0.0	0.0
HERVK11_19q11a	3596	0.0	0.0
L1FLnI_19q11b	9971	0.0	0.0
L1FLnI_19q11a	9860	0.0	0.0
HERVH_19p12a	9093	0.0	0.0
HERVL66_19p12d	3168	0.0	0.0
HERVL66_19p12c	2342	0.0	0.0
ERVLE_18q22.3d	753	0.0	0.0
ERVLE_18q22.3b	1963	0.0	0.0
ERVLE_18q22.3a	2238	0.0	0.0
ERVLE_18q22.2b	1399	0.0	0.0
L1FLnI_18q22.2h	9312	0.0	0.0
HERVL_18q22.2b	579	0.0	0.0
L1FLI_18q22.2	8047	0.0	0.0
L1FLnI_18q22.2g	10106	0.0	0.0
L1FLnI_18q22.2f	10132	0.0	0.0
ERVL_18q22.2	743	0.0	0.0
L1FLnI_18q22.2e	10139	0.0	0.0
L1FLnI_18q22.2d	9470	0.0	0.0
L1FLnI_18q22.2c	9586	0.0	0.0
HERVL_18q22.2a	5899	0.0	0.0
ERVLE_18q22.2a	885	0.0	0.0
L1FLnI_18q22.2b	9529	0.0	0.0
L1FLnI_18q22.2a	9512	0.0	0.0
ERVLB4_18q22.2	1023	0.0	0.0
HERVL40_18q22.1e	586	0.0	0.0
L1FLnI_18q22.1o	10018	0.0	0.0
ERV316A3_18q22.1o	2275	0.0	0.0
ERVLE_18q22.1f	4581	0.0	0.0
L1FLnI_18q22.1n	10548	0.0	0.0
ERV316A3_18q22.1n	1107	0.0	0.0
ERVLE_18q22.3c	590	0.0	0.0
HERVL_18q22.3a	1271	0.0	0.0
MER41_18q22.1c	3030	0.0	0.0
HERVL_18q22.3b	3037	0.0	0.0
HERVL_18q22.3d	1794	0.0	0.0
HERVL_18q22.3c	1714	0.0	0.0
HERVL40_18q22.3	2440	0.0	0.0
HERVH_18q22.3a	5746	0.0	0.0
ERV316A3_18q22.3d	1336	0.0	0.0
L1FLnI_18q22.3c	9617	0.0	0.0
L1ORF2_18q22.3	8046	0.0	0.0
ERV316A3_18q22.3c	1548	0.0	0.0
PRIMA41_18q22.3	3224	0.0	0.0
ERV316A3_18q22.3b	1239	0.0	0.0
MER61_18q22.3	5066	0.0	0.0
L1FLnI_18q22.3b	8852	0.0	0.0
ERVLB4_18q22.3	5299	0.0	0.0
ERVLE_18q22.3i	1084	0.0	0.0
ERV316A3_18q22.3a	558	0.0	0.0
ERVLE_18q22.3h	1354	0.0	0.0
ERVLE_18q22.3g	1378	0.0	0.0
L1FLnI_18q22.3a	9324	0.0	0.0
ERVLE_18q22.3f	1128	0.0	0.0
LTR57_18q22.3b	575	0.0	0.0
LTR57_18q22.3a	553	0.0	0.0
MER101_18q22.3a	648	0.0	0.0
ERVLE_18q22.3e	2115	0.0	0.0
ERV316A3_18q22.1m	2762	0.0	0.0
ERV316A3_18q22.1l	2217	0.0	0.0
L1FLnI_18q22.3d	10420	0.0	0.0
ERVLE_18q22.1e	1317	0.0	0.0
ERVL_18q22.1b	1567	0.0	0.0
ERV316A3_18q22.1h	1336	0.0	0.0
ERVLE_18q22.1d	3138	0.0	0.0
ERV316A3_18q22.1g	1097	0.0	0.0
ERV316A3_18q22.1f	1187	0.0	0.0
HERVL40_18q22.1b	1064	0.0	0.0
ERV316A3_18q22.1e	885	0.0	0.0
ERVL_18q22.1a	1210	0.0	0.0
ERVLE_18q22.1c	842	0.0	0.0
L1FLnI_18q22.1e	10031	0.0	0.0
ERVLE_18q22.1b	1947	0.0	0.0
ERV316A3_18q22.1d	1018	0.0	0.0
ERV316A3_18q22.1c	1707	0.0	0.0
HUERSP3_18q22.1	3423	0.0	0.0
ERVLB4_18q22.1a	3084	0.0	0.0
HERVH_18q22.1	5588	0.0	0.0
HERVL40_18q22.1a	3746	0.0	0.0
L1FLnI_18q22.1d	10110	0.0	0.0
HERVL_18q22.1a	4838	0.0	0.0
ERV316A3_18q22.1b	3451	0.0	0.0
L1FLnI_18q22.1c	10126	0.0	0.0
ERVLE_18q22.1a	792	0.0	0.0
L1FLnI_18q22.1b	10085	0.0	0.0
ERV316A3_18q22.1i	1205	0.0	0.0
ERVL_18q22.1c	1367	0.0	0.0
ERVL_18q22.1d	1359	0.0	0.0
ERV316A3_18q22.1j	1351	0.0	0.0
L1FLnI_18q22.1m	10444	0.0	0.0
L1FLnI_18q22.1l	9769	0.0	0.0
L1FLnI_18q22.1k	8782	0.0	0.0
L1FLnI_18q22.1j	8881	0.0	0.0
HERVL40_18q22.1d	1830	0.0	0.0
L1FLnI_18q22.1i	8771	0.0	0.0
PABLB_18q22.1	2741	0.0	0.0
HERVL18_18q22.1	2779	0.0	0.0
L1FLnI_18q22.1h	8812	0.0	0.0
HERVL40_18q22.1c	2680	0.0	0.0
ERVLB4_18q22.1f	1058	0.0	0.0
MER4B_18q22.1b	1609	0.0	0.0
MER4B_18q22.1a	5241	0.0	0.0
L1FLnI_18q22.1g	8919	0.0	0.0
L1FLnI_18q22.1f	10030	0.0	0.0
MER41_18q22.1b	3713	0.0	0.0
MER41_18q22.1a	1240	0.0	0.0
ERVLB4_18q22.1e	4177	0.0	0.0
ERVLB4_18q22.1d	938	0.0	0.0
HERVL_18q22.1b	5930	0.0	0.0
ERV316A3_18q22.1k	3095	0.0	0.0
ERVLB4_18q22.1c	6016	0.0	0.0
ERVLB4_18q22.1b	2773	0.0	0.0
HERVL_18q22.3e	1235	0.0	0.0
ERV316A3_18q22.3e	2455	0.0	0.0
HERVL66_19p12b	4463	0.0	0.0
HML3_19p13.2d	4624	0.0	0.0
L1FLnI_19p13.2d	10003	0.0	0.0
HERVE_19p13.2	4373	0.0	0.0
L1FLnI_19p13.2c	9575	0.0	0.0
HERVIP10FH_19p13.2	2745	0.0	0.0
HERVI_19p13.2	2393	0.0	0.0
HML6_19p13.2d	6983	0.0	0.0
MER101_19p13.2	1098	0.0	0.0
HML6_19p13.2c	4756	0.0	0.0
HERVH_19p13.2e	4610	0.0	0.0
HERVH_19p13.2d	8692	0.0	0.0
HERVL74_19p13.2b	1260	0.0	0.0
HERVEA_19p13.2	5546	0.0	0.0
HERVIP10F_19p13.2b	3329	0.0	0.0
HML3_19p13.2b	6456	0.0	0.0
HARLEQUIN_19p13.2	5410	0.0	0.0
ERVLE_19p13.2d	445	0.0	0.0
HERVH_19p13.2c	6037	0.0	0.0
HERVIP10F_19p13.2a	8676	0.0	0.0
ERVLE_19p13.2c	828	0.0	0.0
HERVH_19p13.2b	8174	0.0	0.0
HML6_19p13.2b	6680	0.0	0.0
ERVLE_19p13.2b	2590	0.0	0.0
HERVL40_19p13.2	995	0.0	0.0
HML3_19p13.2c	5801	0.0	0.0
HML3_19p13.2e	1282	0.0	0.0
HERVL74_19p13.2a	2824	0.0	0.0
LTR19_19p13.2b	3450	0.0	0.0
HERVL66_19p12a	4112	0.0	0.0
HERVFH21_19p12	5921	0.0	0.0
L1FLnI_19p12a	10104	0.0	0.0
HERVIP10F_19p13.11	2452	0.0	0.0
HERVEA_19p13.11	2255	0.0	0.0
HERVL66_19p13.11c	1465	0.0	0.0
HERVL66_19p13.11b	2448	0.0	0.0
HARLEQUIN_19p13.11	4705	0.0	0.0
HERVL40_19p13.11	564	0.0	0.0
ERVLB4_19p13.11	2537	0.0	0.0
L1FLnI_19p13.11	8929	0.0	0.0
HERVL66_19p13.11a	677	0.0	0.0
HERV30_19p13.11	5850	0.0	0.0
MER34B_19p13.11	803	0.0	0.0
HERVH_19p13.11	4526	0.0	0.0
MER4_19p13.12	1781	0.0	0.0
HERV3_19p13.12	4651	0.0	0.0
HERVH_19p13.12	5987	0.0	0.0
LTR57_19p13.12	1303	0.0	0.0
PABLA_19p13.2	1521	0.0	0.0
HERVL74_19p13.2c	1265	0.0	0.0
HML1_19p13.2	3955	0.0	0.0
LTR19_19p13.2c	2009	0.0	0.0
HML3_19p13.2a	8183	0.0	0.0
ERVLE_19p13.2a	1854	0.0	0.0
ERVLE_18q22.3j	754	0.0	0.0
PRIMA4_18q23a	6010	0.0	0.0
L1FLnI_18q23l	9304	0.0	0.0
L1FLnI_18q23k	10144	0.0	0.0
ERVLE_18q23	1873	0.0	0.0
L1FLnI_18q23j	9537	0.0	0.0
L1FLnI_18q23i	10140	0.0	0.0
L1FLnI_18q23h	10109	0.0	0.0
L1FLnI_18q23g	10125	0.0	0.0
ERV316A3_18q23	796	0.0	0.0
L1FLnI_18q23f	10158	0.0	0.0
L1FLnI_18q23e	10025	0.0	0.0
L1FLnI_18q23d	9951	0.0	0.0
MER101_18q23c	788	0.0	0.0
HUERSP1_18q23	2416	0.0	0.0
L1FLnI_18q23c	11361	0.0	0.0
L1FLnI_18q23b	9945	0.0	0.0
L1FLnI_18q23a	8961	0.0	0.0
LTR57_18q23	997	0.0	0.0
MER101_18q23b	1838	0.0	0.0
MER101_18q23a	3734	0.0	0.0
L1ORF2_18q23	8047	0.0	0.0
HERVL_18q23	4710	0.0	0.0
MER101_18q22.3b	2441	0.0	0.0
HERVH_18q22.3b	5941	0.0	0.0
MER101_18q23d	3292	0.0	0.0
HUERSP3_18q23	1288	0.0	0.0
L1FLnI_19p13.2b	10051	0.0	0.0
LTR25_18q23	3338	0.0	0.0
HERVH_19p13.2a	1860	0.0	0.0
HERV9_19p13.2	6572	0.0	0.0
L1FLnI_19p13.2a	10151	0.0	0.0
LTR19_19p13.2a	1471	0.0	0.0
HERVKC4_19p13.2	3771	0.0	0.0
HERVK14C_19p13.2	1872	0.0	0.0
HML6_19p13.2a	2156	0.0	0.0
HERVS71_19p13.3	4301	0.0	0.0
ERVLB4_19p13.3	797	0.0	0.0
HARLEQUIN_19p13.3	2561	0.0	0.0
HERVEA_19p13.3	2750	0.0	0.0
HERVH_19p13.3d	2686	0.0	0.0
MER4B_19p13.3	847	0.0	0.0
LTR25_19p13.3	1949	0.0	0.0
HERVH_19p13.3c	5036	0.0	0.0
HERVH_19p13.3b	2819	0.0	0.0
HERVH_19p13.3a	4637	0.0	0.0
HERV9_19p13.3	7372	0.0	0.0
HERV3_19p13.3	1572	0.0	0.0
L1FLnI_19p13.3	10422	0.0	0.0
ERV316A3_19p13.3	1044	0.0	0.0
PABLA_18q23	2905	0.0	0.0
PRIMA4_18q23b	8635	0.0	0.0
L1FLnI_8q11.22c	8681	0.0	0.0
L1FLnI_8q11.21t	9992	0.0	0.0
L1FLnI_8q11.22a	10140	0.0	0.0
L1FLnI_3p14.1v	10378	0.0	0.0
L1FLnI_3p14.1fa	10157	0.0	0.0
L1FLnI_3p14.1ea	10132	0.0	0.0
L1FLnI_3p14.1da	8760	0.0	0.0
L1FLnI_3p14.1ca	10153	0.0	0.0
L1FLnI_3p14.1ba	10434	0.0	0.0
L1FLnI_3p14.1aa	10106	0.0	0.0
L1FLnI_3p14.1z	10377	0.0	0.0
L1FLnI_3p14.1y	8612	0.0	0.0
L1FLnI_3p14.1x	10173	0.0	0.0
HERVL_3p14.1b	2236	0.0	0.0
L1FLnI_3p14.1w	10368	0.0	0.0
L1FLnI_3p14.1u	10019	0.0	0.0
MER4B_3p14.2	2383	0.0	0.0
L1FLnI_3p14.1t	10022	0.0	0.0
L1FLnI_3p14.1s	10129	0.0	0.0
HERVL_3p14.1a	4332	0.0	0.0
L1FLnI_3p14.1r	10445	0.0	0.0
L1FLnI_3p14.1q	8767	0.0	0.0
L1FLnI_3p14.1p	10151	0.0	0.0
HERVL32_3p14.1	3261	0.0	0.0
L1FLnI_3p14.1o	10443	0.0	0.0
L1FLnI_3p14.1n	10153	0.0	0.0
L1FLnI_3p14.1m	8609	0.0	0.0
HERVH_3p14.1	6320	0.0	0.0
L1FLnI_3p14.1ga	10934	0.0	0.0
L1FLnI_3p14.1ha	10115	0.0	0.0
HERVL_3p13a	6384	0.0	0.0
MER101_3p13	608	0.0	0.0
HARLEQUIN_3p12.3	6294	0.0	0.0
L1FLnI_3p12.3f	8509	0.0	0.0
L1FLnI_3p12.3e	10209	0.0	0.0
ERV316A3_3p12.3b	957	0.0	0.0
ERV316A3_3p12.3a	1676	0.0	0.0
L1FLnI_3p12.3d	9274	0.0	0.0
L1FLnI_3p12.3c	10109	0.0	0.0
L1FLnI_3p12.3b	10503	0.0	0.0
L1FLnI_3p12.3a	10150	0.0	0.0
L1FLnI_3p13j	10121	0.0	0.0
L1FLnI_3p13i	9434	0.0	0.0
L1FLnI_3p13h	10153	0.0	0.0
L1FLnI_3p13g	10139	0.0	0.0
L1FLnI_3p13f	10145	0.0	0.0
HERVH_3p13b	5770	0.0	0.0
HERVL_3p13b	2988	0.0	0.0
L1FLnI_3p13e	9539	0.0	0.0
L1FLnI_3p13d	10129	0.0	0.0
ERVL_3p13	2885	0.0	0.0
L1FLnI_3p13c	9363	0.0	0.0
L1FLnI_3p13b	9377	0.0	0.0
HERVH_3p13a	5738	0.0	0.0
L1FLnI_3p13a	10026	0.0	0.0
L1FLnI_3p14.1l	8991	0.0	0.0
L1FLnI_3p14.1k	10141	0.0	0.0
L1FLnI_3p14.1j	10133	0.0	0.0
ERVLE_3p14.2b	1024	0.0	0.0
L1FLnI_3p14.2u	10132	0.0	0.0
L1FLnI_3p14.2t	10128	0.0	0.0
L1FLnI_3p14.2s	9333	0.0	0.0
L1FLnI_3p14.2r	10141	0.0	0.0
L1FLnI_3p14.2q	10140	0.0	0.0
MER61_3p14.2	4990	0.0	0.0
ERVLE_3p14.2a	1549	0.0	0.0
L1FLnI_3p14.2p	9039	0.0	0.0
L1FLnI_3p14.2o	8669	0.0	0.0
L1FLnI_3p14.2n	11588	0.0	0.0
L1FLnI_3p14.2m	10097	0.0	0.0
L1FLnI_3p14.2l	9124	0.0	0.0
L1FLnI_3p14.2k	10164	0.0	0.0
L1FLnI_3p14.2j	8707	0.0	0.0
L1FLnI_3p14.2i	9934	0.0	0.0
L1FLnI_3p14.2h	10721	0.0	0.0
L1FLnI_3p14.2g	10395	0.0	0.0
L1FLnI_3p14.2f	10145	0.0	0.0
L1FLnI_3p14.2e	10024	0.0	0.0
L1FLnI_3p14.2d	10025	0.0	0.0
L1FLnI_3p14.2c	10137	0.0	0.0
L1FLnI_3p14.2b	10128	0.0	0.0
L1FLnI_3p14.2a	10135	0.0	0.0
L1FLnI_3p14.2v	9422	0.0	0.0
L1FLnI_3p14.2w	9049	0.0	0.0
L1FLnI_3p14.1i	9640	0.0	0.0
L1FLnI_3p14.2x	10194	0.0	0.0
L1FLnI_3p14.1h	9654	0.0	0.0
L1FLnI_3p14.1g	10471	0.0	0.0
L1FLnI_3p14.1f	8776	0.0	0.0
L1FLI_3p14.1	8045	0.0	0.0
ERVLB4_3p14.1	1837	0.0	0.0
L1FLnI_3p14.1e	10326	0.0	0.0
L1FLnI_3p14.1d	9519	0.0	0.0
L1FLnI_3p14.1c	9356	0.0	0.0
L1FLnI_3p14.1b	10165	0.0	0.0
L1FLnI_3p14.1a	9396	0.0	0.0
MER34B_3p14.1	606	0.0	0.0
L1FLnI_3p14.2ha	10051	0.0	0.0
L1FLnI_3p14.2ga	10024	0.0	0.0
L1FLnI_3p14.2fa	8884	0.0	0.0
L1FLnI_3p14.2ea	10162	0.0	0.0
HERVH_3p14.2	734	0.0	0.0
L1FLnI_3p14.2da	9065	0.0	0.0
L1FLnI_3p14.2ca	9081	0.0	0.0
L1FLnI_3p14.2ba	10098	0.0	0.0
L1FLnI_3p14.2aa	10111	0.0	0.0
ERV316A3_3p14.2	704	0.0	0.0
L1FLnI_3p14.2z	10005	0.0	0.0
L1FLnI_3p14.2y	10032	0.0	0.0
HERVW_3p12.3a	1599	0.0	0.0
HERVW_3p12.3b	3551	0.0	0.0
L1FLnI_3p12.3g	9859	0.0	0.0
MER61_3p12.2	4945	0.0	0.0
ERVLE_3p12.2h	1659	0.0	0.0
ERVLE_3p12.2g	1613	0.0	0.0
MER41_3p12.2	4176	0.0	0.0
ERV316A3_3p12.2d	3093	0.0	0.0
LTR19_3p12.2	4309	0.0	0.0
L1FLI_3p12.2	8051	0.0	0.0
PRIMA41_3p12.2	1861	0.0	0.0
ERVLE_3p12.2f	1358	0.0	0.0
HERVL_3p12.2a	1012	0.0	0.0
L1FLnI_3p12.2c	10018	0.0	0.0
ERVLE_3p12.2e	1549	0.0	0.0
ERV316A3_3p12.2c	1255	0.0	0.0
ERV316A3_3p12.2b	2231	0.0	0.0
ERVLB4_3p12.2b	1455	0.0	0.0
ERVLE_3p12.2d	1012	0.0	0.0
ERVLE_3p12.2c	1689	0.0	0.0
HERVH_3p12.2a	5313	0.0	0.0
ERVLB4_3p12.2a	1177	0.0	0.0
HERV30_3p12.2	5752	0.0	0.0
MER34B_3p12.2b	1170	0.0	0.0
MER34B_3p12.2a	528	0.0	0.0
ERVLE_3p12.2b	1968	0.0	0.0
L1FLnI_3p12.2b	9172	0.0	0.0
L1FLnI_3p12.2d	10154	0.0	0.0
ERV316A3_3p12.2e	751	0.0	0.0
ERVLE_3p12.2a	574	0.0	0.0
L1FLnI_3p12.2e	10157	0.0	0.0
MER41_3p12.1	3526	0.0	0.0
L1FLnI_3p12.1a	9569	0.0	0.0
MER61_3p12.1	5842	0.0	0.0
MER101_3p12.1	683	0.0	0.0
ERVL_3p12.1	1318	0.0	0.0
HERVL_3p12.1a	1463	0.0	0.0
ERVLE_3p12.1a	588	0.0	0.0
HERVL18_3p12.1	4445	0.0	0.0
HERVH_3p12.2b	3425	0.0	0.0
MER34B_3p12.2c	1990	0.0	0.0
L1FLnI_3p12.2m	8515	0.0	0.0
L1FLnI_3p12.2l	8900	0.0	0.0
ERVLE_3p12.2i	912	0.0	0.0
ERVLB4_3p12.2c	2157	0.0	0.0
HERVL_3p12.2b	4594	0.0	0.0
L1FLnI_3p12.2k	9267	0.0	0.0
L1FLnI_3p12.2j	9895	0.0	0.0
L1FLnI_3p12.2i	8768	0.0	0.0
ERV316A3_3p12.2g	2523	0.0	0.0
L1FLnI_3p12.2h	10124	0.0	0.0
L1FLnI_3p12.2g	9712	0.0	0.0
L1FLnI_3p12.2f	11206	0.0	0.0
ERV316A3_3p12.2f	5552	0.0	0.0
L1FLnI_3p12.2a	10376	0.0	0.0
ERVL_3p12.2	2789	0.0	0.0
L1FLnI_3p12.3h	9334	0.0	0.0
